date,latitude,longitude,tavg
2015-03-14,40.89493797918843,-74.11626491144123,6.2
2016-07-21,40.87390728477946,-73.74886331892452,24.4
2016-06-12,40.733279369599714,-74.1864871058919,27.9
2016-08-30,40.56840184719507,-74.13082968440017,25.2
2015-05-16,40.83228271442944,-74.11663985453725,19.4
2016-02-20,40.85109953622976,-73.94129215213754,9.5
2016-12-20,40.71757367035043,-73.73564452006535,-2.8
2015-11-18,40.78655151458292,-73.79403139318416,10.1
2016-10-09,40.675790397409365,-74.0724463948211,15.8
2016-02-17,40.697531563229134,-74.04664777062938,4.0
2015-12-14,40.73805711080057,-73.97908958445896,13.3
2015-12-21,40.53164008212022,-74.12529785138055,5.3
2016-07-28,40.57268947435281,-73.85321693918023,26.6
2015-01-30,40.689320206511816,-73.84682810803224,1.9
2015-12-31,40.633983011665634,-73.85500303080728,9.1
2016-05-29,40.75403120342033,-73.76207978752961,21.3
2015-10-06,40.842960686922375,-74.05751304132362,15.9
2016-10-03,40.516982468892515,-74.1201771083657,18.3
2015-05-30,40.88010053110736,-73.99334028626225,24.0
2015-12-04,40.60455080625273,-74.25083931498969,8.1
2016-08-31,40.90147999674929,-74.23703241081874,26.0
2016-01-11,40.915301011375,-74.13998718172326,0.2
2016-04-04,40.663277419151896,-74.03531897572975,4.9
2016-02-22,40.66204361579815,-73.98363534011146,7.5
2016-06-17,40.59458355964442,-74.21509089739988,21.9
2015-10-09,40.848406215242356,-73.70084915407242,18.8
2016-09-18,40.76722665577557,-74.09847944286788,24.3
2016-01-07,40.8180138230132,-73.84362228341324,1.1
2016-11-05,40.90476250302043,-73.97673738094387,10.1
2015-04-05,40.54683502418759,-74.22512315920947,9.8
2016-07-26,40.70575912200467,-73.84447821865756,27.6
2016-12-01,40.79871157993914,-73.81065083854584,12.6
2015-08-29,40.62691961462069,-74.1359345596909,23.9
2016-11-19,40.47909662453792,-73.83498123388473,11.9
2016-04-25,40.492611171676884,-74.16058002283893,14.7
2016-02-14,40.511107799027464,-73.96715277050416,-13.2
2016-08-16,40.65513397993455,-73.98258258014978,29.4
2015-04-15,40.7795273542283,-73.87250235028505,16.6
2015-08-22,40.78799481982217,-74.03844530011978,24.0
2015-08-16,40.79968273836826,-74.15905854772298,28.3
2016-08-29,40.58084496155147,-74.0580207283701,27.3
2016-04-20,40.51379223258983,-73.8950772649743,14.4
2016-01-23,40.52672498052778,-73.98760116406052,-3.4
2015-10-19,40.486217623637806,-74.15113132537788,5.8
2015-07-29,40.55141578407876,-73.94757006640788,29.9
2015-03-13,40.842931770751576,-73.87474215252864,2.8
2016-11-25,40.75341578162644,-74.14663960660424,9.1
2015-07-21,40.57694066135229,-73.7445698057146,28.9
2015-06-26,40.72824992337769,-74.22268611055131,22.5
2015-03-26,40.80954991028126,-73.84515408907538,8.1
2016-03-16,40.48118691405054,-74.19501599248883,12.4
2016-06-02,40.645591239919824,-74.21333755257889,19.9
2015-01-20,40.81034557266986,-73.84347818942437,2.3
2016-06-06,40.61808969545625,-73.9742115470576,23.3
2016-07-30,40.72624738190812,-73.79513982867256,25.2
2015-07-09,40.8033236380347,-73.77345001482813,23.8
2015-05-25,40.70174065880993,-74.24877466965015,23.3
2015-06-05,40.55192238759401,-73.93602459387718,15.9
2016-05-01,40.58707302101788,-73.97421456089062,9.4
2015-04-22,40.90505077791183,-73.9260419910615,13.1
2016-06-02,40.687860015178615,-74.09535247166588,19.9
2015-02-19,40.59903628680356,-73.70263426986992,-5.5
2015-01-30,40.68480597991409,-74.2166991335847,0.4
2015-11-22,40.63687101466547,-73.8815335411055,11.8
2015-04-12,40.88957042097041,-73.73773594351677,9.4
2015-12-29,40.542399832326744,-73.82893999941177,5.5
2016-07-17,40.57009436216987,-74.08362386462078,27.3
2016-04-11,40.62785795363851,-74.1723171088825,10.8
2015-08-16,40.75884145634174,-73.7668567778345,26.8
2016-03-03,40.655515214495445,-73.9424057516184,-0.2
2015-09-07,40.57773712510026,-74.12642097235577,25.7
2016-01-15,40.789299863652424,-74.0112222483547,4.4
2016-07-02,40.90032237492863,-74.22744383655244,21.3
2016-05-15,40.5228100032902,-73.82437762453971,13.1
2015-09-11,40.732384741650854,-73.76616771551676,22.7
2016-04-02,40.73811304427207,-73.99470235539862,14.2
2015-02-25,40.870209382131904,-73.79513006794569,-2.7
2015-09-23,40.65120480141465,-74.19805632114023,19.7
2015-02-20,40.52832678694057,-73.77603938624601,-11.6
2016-08-18,40.872106735605335,-74.04383561114287,26.4
2015-09-07,40.852685007430985,-74.12266837991318,25.8
2015-10-02,40.584891596065184,-73.8209283554452,12.1
2015-07-13,40.77079319697156,-74.09950752536628,26.2
2015-05-26,40.602184904879145,-73.87677770905093,20.1
2016-10-26,40.579320788471236,-73.86688023808041,7.9
2015-07-22,40.48245075973933,-74.05070500735414,25.6
2015-10-23,40.64956053291494,-73.7898014858192,15.6
2015-12-22,40.853754397970995,-73.8295321868032,13.0
2016-01-19,40.601923916774474,-74.00182326902957,-5.9
2015-04-24,40.63068285000658,-73.95813131976692,6.9
2015-11-14,40.84310369315008,-73.83955810107445,7.5
2016-03-18,40.53467733247159,-74.11304117522202,11.0
2016-06-10,40.61859479571836,-73.90905451519681,19.7
2015-09-02,40.875593775505045,-74.1414208533068,26.4
2016-03-14,40.8627532023658,-74.20722074549433,6.9
2015-12-03,40.69061377309858,-73.77586440989052,11.1
2016-04-08,40.691156447860514,-73.73274149586554,9.1
2016-07-25,40.54596324964078,-74.0144801906918,28.8
2015-09-29,40.892903997733946,-73.96110421765424,24.2
2015-03-31,40.77420781506008,-73.9733680264997,6.1
2016-09-13,40.89078849534946,-73.92719349122338,21.6
2016-11-30,40.80262128675078,-74.24743088068726,10.5
2016-04-08,40.53189531737128,-73.93400193894858,9.0
2016-08-05,40.81635273495379,-74.05448898237283,24.5
2015-10-11,40.48921186578928,-74.14146794081933,14.2
2015-11-07,40.64921678420308,-74.04936459198241,19.0
2016-06-17,40.7314680870805,-73.7651634112293,20.9
2016-07-29,40.552822040892494,-74.05388129578488,25.2
2016-05-26,40.86772490331011,-73.87265018287779,25.8
2015-01-21,40.587238729350545,-74.17677519397411,-1.0
2015-03-08,40.67172795972099,-73.93015820744249,3.7
2016-09-21,40.60194627843321,-73.95022183397121,24.3
2015-02-16,40.87891404986584,-73.87523158562672,-11.4
2015-11-09,40.885410099579076,-74.01954150328974,9.5
2016-05-21,40.79701206354922,-74.10819339503708,15.9
2015-09-24,40.875547956672115,-74.05995528753125,20.4
2016-05-07,40.748022142117854,-74.1608990032147,11.5
2016-07-15,40.594039216671995,-74.07739475666828,30.0
2016-07-26,40.722256605724716,-74.02668694526383,28.0
2016-02-24,40.90740229663584,-74.13145794659404,7.8
2016-09-15,40.5731462064694,-73.90560050384467,20.7
2015-02-11,40.57586114181684,-74.07873565530265,-2.5
2016-02-08,40.9131648932645,-73.91586815789273,1.5
2016-11-10,40.782134599847296,-73.80351832332825,10.1
2016-08-02,40.55760939128015,-73.73462753911917,23.2
2015-04-19,40.60428245984308,-73.97693933966703,14.6
2016-02-05,40.73859644096188,-73.88223769426182,3.6
2016-05-19,40.68588828483156,-73.71590528725643,14.1
2016-03-01,40.67094376779529,-73.80005649656289,7.8
2015-07-24,40.806199105481795,-73.92544756691669,24.7
2015-03-02,40.7723857800637,-74.12573101639019,-0.2
2015-11-16,40.5457564037872,-73.95381585057115,13.2
2016-12-14,40.72084305811369,-73.89795496762139,3.9
2015-11-18,40.66964787987298,-74.08903694962201,10.6
2015-01-08,40.89329508756707,-73.8072694502593,-9.9
2015-05-04,40.53426623960684,-73.8878083417184,15.9
2016-09-03,40.749202275614,-74.13397124262002,23.2
2016-07-04,40.81684512247991,-74.14245082269385,23.4
2016-03-11,40.654596899475436,-74.07441144442733,17.7
2015-06-19,40.764414210488155,-74.0562338133115,24.6
2016-06-02,40.57173224353553,-73.91780459314658,19.9
2016-05-08,40.752883403967346,-73.75630567121672,12.4
2016-11-22,40.56158298097425,-73.82915976285159,4.6
2016-01-26,40.780254700501594,-73.86921943764524,1.4
2016-07-07,40.83211086401413,-73.80889198279277,28.1
2015-03-09,40.78629757669229,-73.8769188896926,6.2
2016-08-06,40.70225226378257,-73.94386689924254,26.2
2015-11-10,40.4993776700422,-73.99606479633088,13.2
2016-01-04,40.51249634174814,-74.20909432501612,-0.2
2015-10-21,40.83400487231321,-73.76365887359341,16.2
2016-06-14,40.90319629518928,-74.11133687989764,20.6
2016-12-11,40.82354044571047,-74.10524568616638,-1.4
2016-01-26,40.56369030791038,-73.89373621909678,3.7
2016-02-17,40.63269468877571,-73.78130913731168,4.4
2015-10-09,40.61962418433561,-74.22808686769561,19.2
2015-06-27,40.478146230527116,-73.80518702108634,20.2
2016-05-06,40.80798515696747,-74.03751860624301,10.7
2016-05-31,40.89039415032692,-74.0018287943001,25.1
2016-06-08,40.48496897284641,-73.79565081785877,18.3
2016-12-07,40.56800929006026,-73.94666963280868,5.3
2016-06-17,40.57188591450969,-74.16388699417692,21.9
2016-04-27,40.637396541483646,-73.8783818567554,9.8
2015-10-07,40.69854780922669,-73.70859276397587,17.7
2016-08-16,40.518172174935664,-73.9566508371013,29.4
2016-09-11,40.81039113634685,-73.7412127112849,26.2
